,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
235,Mahindra,XUV500,W8 2WD,Kochi,Diesel,Manual,First,2015,67365,140.0,7.0,13.455660377358493
236,Mahindra,XUV500,W8 2WD,Coimbatore,Diesel,Manual,First,2014,67791,140.0,7.0,9.53084905660378
237,Mahindra,Thar,CRDe AC,Hyderabad,Diesel,Manual,First,2016,20000,105.0,6.0,8.113490566037735
238,Maruti,Swift,Dzire VDi,Jaipur,Diesel,Manual,Second,2011,90198,73.9,5.0,3.204213836477988
239,Hyundai,i10,Sportz 1.1L,Pune,Petrol,Manual,First,2010,77000,68.05,5.0,2.392169811320756
240,Maruti,Ciaz,VXi,Kochi,Petrol,Manual,First,2017,42520,91.1,5.0,8.318789308176102
241,Maruti,Wagon,R LXI DUO BSIII,Jaipur,LPG,Manual,First,2009,87829,57.5,5.0,1.5729245283018864
242,Maruti,Baleno,Delta CVT,Ahmedabad,Petrol,Automatic,First,2017,21701,83.1,5.0,7.839150943396231
243,Maruti,Alto,LX BSIII,Coimbatore,Petrol,Manual,First,2008,86033,46.3,5.0,1.7415094339622632
244,Hyundai,Xcent,1.2 Kappa S Option,Mumbai,Petrol,Manual,First,2015,25000,81.86,5.0,4.51764150943396
245,Toyota,Corolla,Altis Diesel D4DG,Kolkata,Diesel,Manual,First,2011,45000,87.2,5.0,3.120094339622641
246,Volkswagen,Polo,Petrol Highline 1.2L,Coimbatore,Petrol,Manual,First,2018,22987,73.9,5.0,6.694339622641506
247,Hyundai,i10,Era,Jaipur,Petrol,Manual,First,2009,48725,68.05,5.0,1.990566037735849
248,Hyundai,Grand,i10 1.2 Kappa Sportz,Hyderabad,Petrol,Manual,First,2013,42500,81.86,5.0,4.510566037735848
249,Hyundai,Verna,1.6 SX VTVT (O) AT,Mumbai,Petrol,Automatic,First,2014,35000,121.4,5.0,5.975306603773586
250,Ford,Fiesta,1.4 SXi TDCi ABS,Bangalore,Diesel,Manual,Second,2014,56000,68.0,5.0,3.8188679245283024
251,Tata,Xenon,XT EX 4X2,Hyderabad,Diesel,Manual,First,2014,10000,138.03,5.0,8.527169811320757
252,Maruti,Alto,K10 2010-2014 VXI,Mumbai,Petrol,Manual,First,2010,15669,67.1,5.0,2.361981132075471
253,Audi,A6,2011-2015 35 TDI Premium,Kochi,Diesel,Automatic,First,2016,55331,174.33,5.0,24.94452830188679
254,Renault,Duster,85PS Diesel RxL Optional,Pune,Diesel,Manual,First,2015,44535,83.8,5.0,6.011415094339623
255,Mahindra,Thar,4X4,Delhi,Diesel,Manual,First,2012,74000,105.0,7.0,7.003301886792448
256,Toyota,Innova,2.5 GX (Diesel) 7 Seater,Delhi,Diesel,Manual,First,2014,77901,100.6,7.0,9.713490566037734
257,Maruti,Swift,Dzire VXi,Kolkata,Petrol,Manual,First,2010,58186,85.8,5.0,2.083396226415095
258,Chevrolet,Aveo,1.6 LT,Mumbai,Petrol,Manual,First,2010,30000,102.0,5.0,2.3318867924528313
260,Jaguar,XE,Portfolio,Coimbatore,Petrol,Automatic,First,2018,14730,246.74,5.0,56.731037735849036
261,Maruti,Alto,LXi,Jaipur,Petrol,Manual,Second,2013,40000,46.3,5.0,2.3019811320754706
262,Chevrolet,Aveo,U-VA 1.2 LS,Chennai,Petrol,Manual,Second,2007,88107,74.9,5.0,1.3786792452830203
263,Volkswagen,Vento,1.5 TDI Highline,Delhi,Diesel,Manual,Second,2012,53226,108.5,5.0,4.05622641509434
264,Maruti,Swift,VDI BSIV,Hyderabad,Diesel,Manual,First,2013,76000,74.0,5.0,4.78018867924528
265,Toyota,Innova,2.5 V Diesel 8-seater,Hyderabad,Diesel,Manual,Second,2008,200000,102.0,8.0,5.6400943396226415
266,Mercedes-Benz,E-Class,2009-2013 E250 CDI Avantgarde,Hyderabad,Diesel,Automatic,First,2013,73000,203.0,5.0,23.234056603773585
267,Hyundai,Accent,GLE 1,Jaipur,Petrol,Manual,Second,2009,77200,94.0,5.0,2.0787735849056608
268,Audi,A4,New 2.0 TDI Multitronic,Delhi,Diesel,Automatic,Second,2012,67000,140.8,5.0,11.225828840970353
269,Chevrolet,Tavera,LS B3 10 Seats BSIII,Hyderabad,Diesel,Manual,Second,2005,150000,80.0,10.0,3.2122641509433962
270,Mahindra,Xylo,E8 ABS BS IV,Jaipur,Diesel,Manual,Second,2009,145278,112.0,8.0,4.487358490566037
271,Hyundai,i20,Active SX Diesel,Chennai,Diesel,Manual,First,2015,62083,88.76,5.0,5.7915094339622675
272,Honda,Civic,2006-2010 1.8 V MT,Pune,Petrol,Manual,First,2010,61696,130.0,5.0,3.3027358490566012
273,Ford,EcoSport,1.5 Diesel Titanium,Ahmedabad,Diesel,Manual,First,2017,28000,98.96,5.0,8.662075471698113
274,Mercedes-Benz,New,C-Class 220 CDI AT,Coimbatore,Diesel,Automatic,First,2013,50142,170.0,5.0,20.03584905660377
275,Skoda,Superb,Elegance 1.8 TSI AT,Mumbai,Petrol,Automatic,First,2014,45000,157.75,5.0,12.763396226415095
276,Skoda,Rapid,1.5 TDI Elegance,Pune,Diesel,Manual,First,2014,97513,103.52,5.0,5.263584905660378
277,Mercedes-Benz,E-Class,2009-2013 E200 CGI Blue Efficiency,Mumbai,Petrol,Automatic,Second,2011,55000,185.0,5.0,7.006132075471695
278,Maruti,800,AC,Hyderabad,Petrol,Manual,Second,2004,82000,37.0,4.0,1.0024528301886788
279,Maruti,Swift,LDI,Delhi,Diesel,Manual,First,2013,71501,74.0,5.0,3.824056603773584
280,Honda,BR-V,i-DTEC S MT,Hyderabad,Diesel,Manual,First,2017,23000,98.6,7.0,8.334622641509432
281,Audi,A6,2011-2015 2.0 TDI Technology,Kochi,Diesel,Automatic,First,2015,66095,174.33,5.0,22.311320754716977
282,Toyota,Fortuner,3.0 Diesel,Mumbai,Diesel,Manual,First,2014,49500,171.0,7.0,19.70009433962264
283,Toyota,Camry,MT with Moonroof,Chennai,Petrol,Manual,First,2009,90000,164.7,5.0,5.941037735849055
284,Maruti,Ignis,1.2 Delta,Mumbai,Petrol,Manual,First,2017,25384,81.8,5.0,5.847075471698115
285,Hyundai,Verna,1.6 VTVT S,Delhi,Petrol,Manual,Second,2016,27529,121.3,5.0,7.992264150943396
286,Honda,City,V MT,Kochi,Petrol,Manual,First,2012,69297,116.3,5.0,5.329433962264148
287,Honda,City,1.5 E MT,Hyderabad,Petrol,Manual,First,2009,66000,118.0,5.0,3.3074528301886823
288,Mahindra,Verito,1.5 D4 BSIV,Hyderabad,Diesel,Manual,First,2012,20000,65.0,5.0,3.2643396226415082
289,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,Chennai,Diesel,Automatic,First,2015,67000,254.8,7.0,46.32858490566037
290,Hyundai,EON,D Lite Plus,Coimbatore,Petrol,Manual,First,2015,36933,55.2,5.0,3.6415094339622613
291,Toyota,Innova,2.5 G (Diesel) 8 Seater,Mumbai,Diesel,Manual,First,2007,194000,100.6,8.0,5.268396226415091
292,Maruti,Ertiga,VDI,Kolkata,Diesel,Manual,First,2013,42200,88.76,7.0,4.936037735849054
293,Audi,Q7,3.0 TDI Quattro Premium Plus,Coimbatore,Diesel,Automatic,Second,2015,53093,241.4,7.0,41.725754716981136
294,Honda,City,1.5 E MT,Pune,Petrol,Manual,Third,2012,88000,118.0,5.0,5.054811320754716
295,Maruti,Alto,K10 LXI,Kochi,Petrol,Manual,First,2017,42954,67.1,5.0,4.099716981132074
296,Tata,Indica,V2 eLX,Chennai,Diesel,Manual,First,2015,106000,69.0,5.0,3.2237735849056617
297,BMW,5,Series 2013-2017 520d Luxury Line,Kochi,Diesel,Automatic,First,2015,41700,190.0,5.0,24.08349056603774
298,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,Coimbatore,Diesel,Automatic,First,2018,34464,170.0,5.0,33.731320754716975
299,Chevrolet,Beat,LT,Ahmedabad,Petrol,Manual,First,2010,15000,76.8,5.0,2.1612264150943394
300,Maruti,Zen,Estilo LXI BS IV,Pune,Petrol,Manual,Second,2010,70000,67.1,5.0,2.1973584905660384
301,Mahindra,XUV500,W8 4WD,Hyderabad,Diesel,Manual,First,2017,119256,140.0,7.0,16.905471698113214
302,Honda,City,1.5 V MT,Coimbatore,Petrol,Manual,First,2011,50036,118.0,5.0,4.015094339622642
303,Toyota,Innova,2.5 VX (Diesel) 7 Seater,Ahmedabad,Diesel,Manual,First,2013,58000,100.6,7.0,9.403207547169801
304,Hyundai,i20,1.2 Magna,Pune,Petrol,Manual,First,2011,75000,80.0,5.0,2.9141509433962276
305,Maruti,Alto,K10 2010-2014 VXI,Hyderabad,Petrol,Manual,First,2013,53313,67.1,5.0,2.9222641509433958
306,Toyota,Innova,2.5 G (Diesel) 8 Seater,Kolkata,Diesel,Manual,First,2015,73000,100.6,8.0,10.994339622641512
307,Nissan,Micra,Diesel XV,Kochi,Diesel,Manual,First,2013,83989,63.1,5.0,3.414245283018868
308,Hyundai,Creta,1.6 CRDi SX,Chennai,Diesel,Manual,First,2015,86247,126.2,5.0,9.493207547169808
309,Toyota,Innova,2.5 G (Diesel) 8 Seater,Mumbai,Diesel,Manual,First,2016,24000,100.6,8.0,11.649150943396227
310,Mercedes-Benz,E-Class,2009-2013 E250 CDI Blue Efficiency,Hyderabad,Diesel,Automatic,First,2010,58000,203.0,5.0,9.828962264150945
311,Hyundai,i20,Asta 1.2,Kolkata,Petrol,Manual,First,2015,33000,81.83,5.0,4.227547169811323
312,Honda,Accord,VTi-L (AT),Hyderabad,Petrol,Automatic,First,2005,100000,142.0,5.0,5.980283018867924
313,Toyota,Innova,Crysta 2.4 ZX MT,Hyderabad,Diesel,Manual,First,2017,65896,147.8,7.0,17.174811320754724
314,Hyundai,i20,Asta Option 1.4 CRDi,Chennai,Diesel,Manual,First,2016,120000,88.73,5.0,5.6172641509434005
315,Mahindra,Verito,Vibe 1.5 dCi D6,Mumbai,Diesel,Manual,First,2013,26000,64.1,5.0,3.3883962264150917
316,Maruti,Eeco,5 Seater AC,Chennai,Petrol,Manual,Second,2012,62300,73.0,5.0,3.349339622641508
317,Toyota,Corolla,Altis 1.8 G,Kochi,Petrol,Manual,First,2012,77801,138.03,5.0,6.315849056603778
318,Toyota,Corolla,Altis VL AT,Mumbai,Petrol,Automatic,First,2015,42000,138.03,5.0,13.478867924528306
319,Mercedes-Benz,A,Class A180 Sport,Bangalore,Petrol,Automatic,Second,2013,35000,120.7,5.0,14.439591194968555
320,Hyundai,i20,Asta 1.4 CRDi,Kolkata,Diesel,Manual,First,2016,30134,88.73,5.0,6.004339622641513
321,Honda,Accord,2.4 M/T,Delhi,Petrol,Manual,First,2012,79038,177.6,5.0,7.829811320754718
322,Honda,Accord,2.4 AT,Mumbai,Petrol,Automatic,Second,2009,80000,177.6,5.0,5.243867924528307
323,Mahindra,Bolero,SLE BSIII,Hyderabad,Diesel,Manual,First,2012,75000,62.1,7.0,3.6649056603773618
324,Maruti,Ritz,LDi,Bangalore,Diesel,Manual,First,2010,80000,73.9,5.0,2.9946855345911945
325,Skoda,Superb,Elegance 1.8 TSI AT,Delhi,Petrol,Automatic,First,2014,84419,157.75,5.0,11.905660377358492
326,Honda,Amaze,S i-Vtech,Kolkata,Petrol,Manual,First,2013,70200,86.7,5.0,3.356509433962262
327,Volkswagen,Vento,Petrol Highline,Chennai,Petrol,Manual,Second,2013,98000,103.6,5.0,4.486415094339621
328,Maruti,Ritz,LDi,Chennai,Diesel,Manual,First,2016,131503,73.94,5.0,4.265660377358491
329,Honda,City,1.5 S MT,Jaipur,Petrol,Manual,First,2011,54652,118.0,5.0,4.149433962264149
330,Volkswagen,Jetta,2007-2011 1.6 Trendline,Mumbai,Petrol,Manual,Second,2010,92000,102.0,5.0,2.0527358490566034
331,Ford,Figo,Petrol ZXI,Kolkata,Petrol,Manual,First,2010,44287,70.0,5.0,2.009433962264151
332,Toyota,Innova,2.5 G (Diesel) 7 Seater,Pune,Diesel,Manual,First,2015,205000,100.6,7.0,10.783962264150945
333,Hyundai,Elite,i20 Asta Option,Hyderabad,Petrol,Manual,First,2015,48000,81.86,5.0,5.161415094339625
334,Mahindra,KUV,100 mFALCON D75 K2,Mumbai,Diesel,Manual,First,2016,18000,77.0,6.0,5.3254716981132075
335,Bentley,Flying,Spur W12,Bangalore,Petrol,Automatic,Second,2008,31200,616.0,5.0,58.86915094339622
336,Honda,City,1.5 V MT,Pune,Petrol,Manual,First,2009,72000,118.0,5.0,3.0509433962264154
337,Hyundai,i20,Magna,Mumbai,Petrol,Manual,First,2009,85000,80.0,5.0,2.704622641509434
338,Honda,City,1.5 V MT,Kolkata,Petrol,Manual,First,2010,27000,118.0,5.0,4.843584905660374
339,Toyota,Fortuner,2.8 2WD MT,Mumbai,Diesel,Manual,First,2012,126000,174.5,7.0,12.100471698113207
340,Tata,Indica,V2 DLS BSIII,Pune,Diesel,Manual,First,2017,50000,48.21,5.0,3.13490566037736
341,Honda,Amaze,S i-Vtech,Mumbai,Petrol,Manual,Second,2013,58811,86.7,5.0,3.9288679245283
342,Volkswagen,Polo,Diesel Highline 1.2L,Pune,Diesel,Manual,First,2013,52196,73.9,5.0,3.9508490566037726
343,Nissan,Micra,Active XV,Coimbatore,Petrol,Manual,First,2017,45105,67.04,5.0,4.3205660377358495
344,Hyundai,Grand,i10 Sportz,Hyderabad,Petrol,Manual,Second,2015,25160,82.0,5.0,5.0263207547169815
345,Tata,Tigor,1.2 Revotron XZ Option,Hyderabad,Petrol,Manual,First,2017,18000,84.0,5.0,5.599716981132077
346,Honda,Accord,2001-2003 2.3 VTI L MT,Bangalore,Petrol,Manual,First,2007,74000,144.0,5.0,4.990432389937105
347,Mahindra,Xylo,E4,Chennai,Diesel,Manual,First,2009,67700,112.0,7.0,3.831320754716981
348,Land,Rover,Freelander 2 S Business Edition,Kochi,Diesel,Automatic,First,2015,61062,147.51,5.0,18.91094339622642
349,Toyota,Innova,2.5 VX (Diesel) 7 Seater,Kolkata,Diesel,Manual,First,2016,105000,100.6,7.0,10.92509433962264
350,Tata,Indigo,eCS eLX BS IV,Pune,Diesel,Manual,First,2013,155550,69.01,5.0,3.402830188679246
351,Maruti,Vitara,Brezza VDi Option,Delhi,Diesel,Manual,First,2016,66000,88.5,5.0,7.424433962264145
352,Honda,City,1.5 V MT,Kochi,Petrol,Manual,Second,2012,93884,118.0,5.0,4.871037735849056
353,Fiat,Linea,Emotion (Diesel),Mumbai,Diesel,Manual,First,2009,200000,91.7,5.0,2.5943396226415105
354,Tata,Tiago,1.2 Revotron XZ,Kolkata,Petrol,Manual,First,2016,57200,84.0,5.0,4.346320754716979
355,Volkswagen,Polo,Diesel Comfortline 1.2L,Hyderabad,Diesel,Manual,First,2013,93568,73.9,5.0,4.106886792452831
356,Maruti,Wagon,R VXI BS IV,Kolkata,Petrol,Manual,First,2014,54000,67.04,5.0,3.087924528301888
357,Hyundai,Creta,1.6 CRDi AT SX Plus,Bangalore,Diesel,Automatic,First,2016,40571,126.2,5.0,11.799905660377362
358,Audi,A4,35 TDI Technology,Hyderabad,Diesel,Automatic,First,2015,59000,187.74,5.0,27.15575471698113
359,BMW,X1,xDrive 20d xLine,Coimbatore,Diesel,Automatic,First,2017,17273,190.0,5.0,38.77518867924527
360,Ford,Endeavour,3.0L AT 4x2,Mumbai,Diesel,Automatic,Second,2011,100077,153.86,7.0,7.170377358490566
361,Hyundai,i10,Magna AT,Kochi,Petrol,Automatic,First,2011,39934,80.0,5.0,3.4407547169811314
362,Maruti,Vitara,Brezza LDi,Bangalore,Diesel,Manual,First,2016,46000,88.5,5.0,7.653584905660372
363,Honda,City,1.5 V MT,Coimbatore,Petrol,Manual,First,2016,30842,118.0,5.0,8.386981132075473
364,Mercedes-Benz,New,C-Class 200 K AT,Mumbai,Petrol,Automatic,Second,2005,65000,178.0,5.0,5.160377358490571
365,Volvo,XC90,2007-2015 D5 AWD,Bangalore,Diesel,Manual,First,2016,70000,200.0,7.0,26.569245283018873
366,Toyota,Fortuner,3.0 Diesel,Chennai,Diesel,Manual,Second,2011,150152,171.0,7.0,8.25066037735849
368,Hyundai,Santro,Xing GLS CNG,Bangalore,CNG,Manual,First,2011,43985,62.1,5.0,2.392264150943395
369,BMW,X6,xDrive30d,Coimbatore,Diesel,Automatic,First,2014,58598,241.0,4.0,34.90301886792452
370,Tata,Indigo,CS eVX,Pune,Diesel,Manual,First,2016,100000,69.01,5.0,3.2215094339622654
371,Audi,Q5,30 TDI quattro Premium Plus,Jaipur,Diesel,Automatic,First,2016,35000,174.3,5.0,28.363632075471692
372,Hyundai,i10,Sportz 1.2,Pune,Petrol,Manual,First,2008,84500,78.9,5.0,2.1307547169811327
373,Maruti,Baleno,Delta 1.2,Kolkata,Petrol,Manual,First,2018,18006,83.1,5.0,6.888490566037738
374,Maruti,Swift,VDI,Hyderabad,Diesel,Manual,First,2013,99000,74.0,5.0,4.582169811320755
375,Maruti,Eeco,5 Seater AC,Delhi,Petrol,Manual,First,2014,51200,73.0,5.0,3.5619811320754704
376,Toyota,Land,Cruiser Prado VX L,Pune,Diesel,Automatic,First,2014,130000,170.3,7.0,18.102971698113198
377,Hyundai,Tucson,2.0 e-VGT 4WD AT GLS,Ahmedabad,Diesel,Automatic,First,2017,25000,182.46,5.0,33.80075471698111
378,Maruti,Baleno,Delta,Kochi,Petrol,Manual,First,2017,32352,83.1,5.0,6.54867924528302
379,Hyundai,i10,Sportz 1.2,Bangalore,Petrol,Manual,First,2011,20000,78.9,5.0,3.762830188679244
380,Audi,A4,2.0 TDI,Bangalore,Diesel,Automatic,Second,2013,46000,147.51,5.0,16.69099056603774
381,Maruti,Dzire,AMT ZXI Plus,Mumbai,Petrol,Automatic,First,2018,12500,81.8,5.0,7.764245283018872
382,Toyota,Innova,2.5 GX 8 STR,Delhi,Diesel,Manual,Third,2011,53138,102.0,8.0,6.3790566037735825
383,Maruti,Swift,Dzire Tour LDI,Pune,Diesel,Manual,Second,2013,170000,74.0,5.0,3.932735849056603
384,Maruti,Swift,LDI,Kolkata,Diesel,Manual,First,2012,38583,74.0,5.0,3.0123584905660374
385,Maruti,Wagon,R VXI AMT Opt,Hyderabad,Petrol,Automatic,First,2016,26000,67.0,5.0,4.607358490566039
386,Hyundai,Creta,1.6 SX Plus Dual Tone Petrol,Coimbatore,Petrol,Manual,First,2017,22865,121.3,5.0,11.17858490566038
387,Skoda,Laura,L and K MT,Kolkata,Diesel,Manual,First,2013,45000,106.0,5.0,5.588207547169811
388,Maruti,Swift,LXI Option,Kochi,Petrol,Manual,First,2017,62889,81.8,5.0,5.147735849056605
389,Maruti,Omni,MPI CARGO BSIV,Pune,Petrol,Manual,First,2013,153000,34.2,5.0,1.941037735849057
390,Maruti,Swift,VDI,Ahmedabad,Diesel,Manual,First,2016,67000,74.0,5.0,5.348018867924528
391,Honda,Amaze,S AT i-Vtech,Mumbai,Petrol,Automatic,First,2014,39000,86.7,5.0,4.423679245283016
392,Toyota,Corolla,H2,Chennai,Petrol,Manual,Second,2006,164000,125.0,5.0,2.4864150943396215
393,Maruti,Swift,Dzire Vdi BSIV,Coimbatore,Diesel,Manual,First,2018,57178,73.9,5.0,5.870283018867926
394,Audi,A6,2011-2015 2.0 TDI Premium Plus,Delhi,Diesel,Automatic,First,2013,40000,174.33,5.0,20.30452830188679
395,Chevrolet,Spark,1.0 LT,Mumbai,Petrol,Manual,First,2007,40000,62.0,5.0,1.2182075471698102
396,Hyundai,Verna,CRDi ABS,Mumbai,Diesel,Manual,Third,2007,89564,110.0,5.0,2.980283018867924
397,Maruti,Ertiga,VXI,Delhi,Petrol,Manual,First,2012,66727,93.7,7.0,4.882169811320755
398,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,Diesel,Automatic,Second,2013,75000,174.33,5.0,19.85716981132075
399,Chevrolet,Cruze,LTZ AT,Coimbatore,Diesel,Automatic,First,2017,31056,163.7,5.0,23.110471698113198
400,Volkswagen,Vento,Petrol Highline,Pune,Petrol,Manual,First,2011,61000,103.6,5.0,3.2003773584905657
401,Hyundai,Xcent,1.2 Kappa AT SX Option,Kochi,Petrol,Automatic,First,2016,34782,82.0,5.0,5.865283018867924
402,Hyundai,i10,Sportz 1.2,Coimbatore,Petrol,Manual,First,2012,31736,78.9,5.0,4.197735849056606
403,Nissan,Terrano,XV D Pre,Pune,Diesel,Manual,First,2014,75000,108.5,5.0,6.407735849056604
404,Mahindra,Thar,CRDe AC,Mumbai,Diesel,Manual,First,2014,15000,105.0,6.0,7.1497169811320775
405,Ford,Ecosport,1.5 DV5 MT Ambiente,Coimbatore,Diesel,Manual,First,2016,38503,89.84,5.0,8.362264150943394
406,Honda,BRV,i-DTEC V MT,Coimbatore,Diesel,Manual,First,2017,45353,98.6,7.0,8.238584905660376
407,Land,Rover,Range Rover HSE,Hyderabad,Diesel,Automatic,First,2015,30000,187.7,5.0,31.360000000000003
408,Toyota,Etios,G,Pune,Petrol,Manual,Second,2011,69470,88.73,5.0,2.592264150943397
410,Volkswagen,Polo,ALLSTAR 1.2 MPI,Coimbatore,Petrol,Manual,First,2017,25087,74.0,5.0,6.350660377358487
411,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,Diesel,Manual,First,2015,134000,102.0,7.0,11.070188679245286
412,Chevrolet,Cruze,LTZ AT,Coimbatore,Diesel,Automatic,Third,2015,54955,163.7,5.0,18.9754716981132
413,Hyundai,Verna,CRDi 1.6 SX Option,Mumbai,Diesel,Manual,First,2017,28000,126.2,5.0,10.195660377358491
414,Honda,Amaze,S i-Dtech,Ahmedabad,Diesel,Manual,First,2015,45250,98.6,5.0,5.1612264150943385
415,Land,Rover,Discovery 4 SDV6 SE,Kochi,Diesel,Automatic,Second,2012,89190,245.41,7.0,31.246415094339632
416,Honda,City,i DTec VX Option BL,Coimbatore,Diesel,Manual,First,2017,48184,98.6,5.0,8.281792452830187
417,Maruti,Swift,Dzire VDI,Kolkata,Diesel,Manual,First,2015,42125,74.0,5.0,4.621037735849057
418,Nissan,Micra,XV CVT,Coimbatore,Petrol,Automatic,First,2017,47052,75.94,5.0,7.015188679245285
419,Hyundai,i10,Sportz 1.2,Mumbai,Petrol,Manual,Second,2011,67000,78.9,5.0,3.176792452830188
421,Maruti,Swift,Dzire VDI,Pune,Diesel,Manual,First,2015,174889,74.0,5.0,4.503113207547169
422,Maruti,Alto,LXI,Pune,Petrol,Manual,First,2004,72135,46.3,5.0,0.9580188679245288
423,Maruti,Vitara,Brezza ZDi Plus Dual Tone,Delhi,Diesel,Manual,First,2017,17660,88.5,5.0,8.836831761006286
424,Honda,Accord,2.4 A/T,Pune,Petrol,Automatic,First,2009,120000,177.6,5.0,5.244339622641514
425,Chevrolet,Beat,LT,Pune,Petrol,Manual,First,2010,29629,76.8,5.0,2.080377358490565
427,Mercedes-Benz,GLC,220d 4MATIC Sport,Kochi,Diesel,Automatic,First,2017,34848,170.0,5.0,29.891226415094337
428,Mahindra,Xylo,D4 BSIV,Kolkata,Diesel,Manual,First,2013,61000,112.0,8.0,6.926603773584907
429,Datsun,GO,Plus T Petrol,Mumbai,Petrol,Manual,First,2015,21000,67.0,7.0,3.4095283018867932
430,Jaguar,XF,2.2 Litre Luxury,Kochi,Diesel,Automatic,First,2015,27912,187.7,5.0,28.114811320754715
431,Maruti,SX4,VDI,Kochi,Diesel,Manual,First,2013,62909,88.8,5.0,4.1831132075471675
432,Maruti,Celerio,VXI,Kochi,Petrol,Manual,First,2018,33140,67.04,5.0,4.229245283018867
433,Volkswagen,Vento,1.5 TDI Comfortline AT,Hyderabad,Diesel,Automatic,First,2014,75000,103.2,5.0,7.597547169811325
434,Ford,EcoSport,1.5 TDCi Titanium,Kochi,Diesel,Manual,First,2017,25571,98.59,5.0,8.569433962264155
436,Maruti,Ertiga,VDI,Kolkata,Diesel,Manual,First,2016,12020,88.76,7.0,7.005471698113207
437,Honda,Brio,VX AT,Mumbai,Petrol,Automatic,First,2014,36665,86.8,5.0,4.5102830188679235
438,Mitsubishi,Pajero,Sport 4X2 AT,Coimbatore,Diesel,Automatic,First,2018,41502,175.56,7.0,35.12716981132075
439,Mercedes-Benz,E-Class,2009-2013 E250 CDI Blue Efficiency,Pune,Diesel,Automatic,First,2011,130000,203.0,5.0,10.026792452830188
440,Maruti,Swift,VDI Optional,Bangalore,Diesel,Manual,First,2017,51000,74.0,5.0,5.399905660377359
441,Hyundai,Accent,GLE,Pune,Petrol,Manual,Second,2008,103000,94.0,5.0,1.8433018867924524
442,Audi,A4,2.0 TDI,Delhi,Diesel,Automatic,First,2012,70000,147.51,5.0,12.059460916442049
443,Honda,City,1.5 S MT,Delhi,Petrol,Manual,Second,2010,56239,118.0,5.0,3.4212264150943374
444,BMW,3,Series 320d Sport,Ahmedabad,Diesel,Automatic,First,2016,40000,190.0,5.0,26.62688679245282
445,Renault,KWID,Climber 1.0 AMT,Kochi,Petrol,Automatic,First,2018,19964,67.0,5.0,4.443396226415095
446,Mahindra,Bolero,VLX CRDe,Coimbatore,Diesel,Manual,First,2012,72246,63.0,7.0,3.8307547169811347
447,Hyundai,Creta,1.6 SX Diesel,Kolkata,Diesel,Manual,First,2018,15000,126.2,5.0,12.0533962264151
448,Tata,Nano,XT,Bangalore,Petrol,Manual,Fourth & Above,2016,14000,37.48,4.0,2.5098113207547166
449,Volkswagen,Polo,1.2 MPI Highline,Pune,Petrol,Manual,First,2016,22764,74.0,5.0,5.71
450,Volkswagen,Passat,Diesel Highline 2.0 TDI,Pune,Diesel,Automatic,First,2012,65000,167.7,5.0,15.28358490566038
451,Isuzu,MU,7 4x2 HIPACK,Kolkata,Diesel,Manual,First,2016,45000,161.0,7.0,18.623962264150947
452,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,Coimbatore,Diesel,Automatic,First,2017,32090,204.0,5.0,34.448490566037734
453,Mahindra,XUV500,W8 2WD,Pune,Diesel,Manual,First,2014,83000,140.0,7.0,9.491981132075475
454,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,Delhi,Diesel,Automatic,First,2011,70000,204.0,5.0,9.392169811320754
455,Mahindra,XUV500,W8 2WD,Chennai,Diesel,Manual,First,2013,68000,140.0,7.0,9.906886792452829
456,Nissan,Sunny,2011-2014 XL,Jaipur,Petrol,Manual,First,2012,105000,97.7,5.0,3.5952830188679226
457,Hyundai,Elantra,GT,Hyderabad,Petrol,Manual,First,2006,88000,127.0,5.0,2.506603773584905
458,Honda,Accord,VTi-L AT,Mumbai,Petrol,Automatic,Second,2007,93000,142.0,5.0,4.86377358490566
459,Honda,City,i DTEC SV,Delhi,Diesel,Manual,First,2014,107000,98.6,5.0,5.953113207547169
460,Toyota,Fortuner,4x4 MT,Pune,Diesel,Manual,First,2011,141844,168.5,7.0,8.020377358490565
461,Nissan,Micra,XV CVT,Coimbatore,Petrol,Automatic,First,2015,32469,76.0,5.0,6.00424528301887
462,Mahindra,XUV500,W6 2WD,Kochi,Diesel,Manual,First,2015,56318,140.0,7.0,13.267547169811325
463,Mini,Cooper,3 DOOR D,Coimbatore,Diesel,Automatic,First,2017,26002,113.98,4.0,21.414150943396216
464,Maruti,Swift,VDI BSIV,Pune,Diesel,Manual,First,2014,83000,74.0,5.0,4.97688679245283
465,Chevrolet,Beat,LS,Pune,Petrol,Manual,Second,2010,80000,79.4,5.0,2.0953773584905653
466,Maruti,Baleno,Alpha 1.2,Chennai,Petrol,Manual,Second,2016,56474,83.1,5.0,5.919056603773585
467,Mercedes-Benz,B,Class B180 Sport,Mumbai,Petrol,Automatic,Second,2012,26000,120.69,5.0,12.100125786163526
